Día,Hora,Tipo_Franja,Tipo_Vehículo,Energía_kWh,Potencia_kW
6,14,Punta (Mediodía),3. HPC 150,48.04,104.03
6,14,Punta (Mediodía),2. DC Estándar,24.67,50.0
6,14,Punta (Mediodía),4. HPC 350,66.78,197.18
6,14,Punta (Mediodía),2. DC Estándar,33.71,50.0
6,14,Punta (Mediodía),2. DC Estándar,24.1,50.0
6,14,Punta (Mediodía),2. DC Estándar,28.64,50.0
6,14,Punta (Mediodía),4. HPC 350,89.65,235.12
6,14,Punta (Mediodía),2. DC Estándar,34.87,50.0
6,14,Punta (Mediodía),3. HPC 150,41.77,123.04
6,14,Punta (Mediodía),2. DC Estándar,22.13,50.0
6,14,Punta (Mediodía),3. HPC 150,57.09,100.7
6,14,Punta (Mediodía),3. HPC 150,44.25,119.95
6,14,Punta (Mediodía),2. DC Estándar,20.7,50.0
6,14,Punta (Mediodía),2. DC Estándar,27.4,50.0
6,14,Punta (Mediodía),2. DC Estándar,27.0,50.0
6,14,Punta (Mediodía),1. AC/PHEV,14.25,11.0
6,14,Punta (Mediodía),2. DC Estándar,30.04,50.0
6,14,Punta (Mediodía),2. DC Estándar,26.31,50.0
6,14,Punta (Mediodía),2. DC Estándar,21.57,50.0
6,14,Punta (Mediodía),3. HPC 150,62.94,106.36
6,14,Punta (Mediodía),1. AC/PHEV,13.91,11.0
6,14,Punta (Mediodía),3. HPC 150,66.85,97.64
6,14,Punta (Mediodía),3. HPC 150,51.62,114.04
6,14,Punta (Mediodía),2. DC Estándar,35.06,50.0
6,14,Punta (Mediodía),2. DC Estándar,21.23,50.0
6,14,Punta (Mediodía),2. DC Estándar,9.77,50.0
6,14,Punta (Mediodía),2. DC Estándar,16.4,50.0
6,14,Punta (Mediodía),2. DC Estándar,24.77,50.0
6,14,Punta (Mediodía),3. HPC 150,42.97,123.97
6,15,Llano (Tarde),4. HPC 350,78.94,207.8
6,15,Llano (Tarde),1. AC/PHEV,10.86,11.0
6,15,Llano (Tarde),2. DC Estándar,24.99,50.0
6,15,Llano (Tarde),3. HPC 150,48.38,97.88
6,15,Llano (Tarde),3. HPC 150,54.36,111.09
6,15,Llano (Tarde),2. DC Estándar,24.71,50.0
6,15,Llano (Tarde),1. AC/PHEV,4.43,11.0
6,15,Llano (Tarde),4. HPC 350,67.44,178.41
6,15,Llano (Tarde),3. HPC 150,51.94,93.25
6,15,Llano (Tarde),2. DC Estándar,24.63,50.0
6,15,Llano (Tarde),2. DC Estándar,18.9,50.0
6,15,Llano (Tarde),2. DC Estándar,27.83,50.0
6,15,Llano (Tarde),2. DC Estándar,26.96,50.0
6,15,Llano (Tarde),2. DC Estándar,29.14,50.0
6,15,Llano (Tarde),3. HPC 150,50.97,109.91
6,15,Llano (Tarde),2. DC Estándar,18.99,50.0
6,15,Llano (Tarde),2. DC Estándar,34.69,50.0
6,15,Llano (Tarde),1. AC/PHEV,22.95,11.0
6,15,Llano (Tarde),4. HPC 350,89.56,204.3
6,15,Llano (Tarde),1. AC/PHEV,13.16,11.0
6,15,Llano (Tarde),2. DC Estándar,26.37,50.0
6,15,Llano (Tarde),3. HPC 150,41.97,108.94
6,15,Llano (Tarde),1. AC/PHEV,8.09,11.0
6,15,Llano (Tarde),3. HPC 150,44.75,122.39
6,15,Llano (Tarde),4. HPC 350,87.63,233.58
6,15,Llano (Tarde),3. HPC 150,54.21,117.57
6,15,Llano (Tarde),2. DC Estándar,22.94,50.0
6,15,Llano (Tarde),4. HPC 350,87.6,208.67
6,15,Llano (Tarde),3. HPC 150,68.93,108.38
6,15,Llano (Tarde),1. AC/PHEV,19.53,11.0
6,15,Llano (Tarde),4. HPC 350,51.71,186.73
6,15,Llano (Tarde),3. HPC 150,35.92,97.56
6,15,Llano (Tarde),2. DC Estándar,28.18,50.0
6,15,Llano (Tarde),1. AC/PHEV,16.58,11.0
6,15,Llano (Tarde),1. AC/PHEV,3.07,11.0
6,15,Llano (Tarde),3. HPC 150,50.98,129.45
6,15,Llano (Tarde),3. HPC 150,57.71,96.94
6,15,Llano (Tarde),3. HPC 150,38.76,101.57
6,15,Llano (Tarde),3. HPC 150,47.96,103.37
6,15,Llano (Tarde),1. AC/PHEV,7.69,11.0
6,15,Llano (Tarde),2. DC Estándar,23.01,50.0
6,16,Llano (Tarde),3. HPC 150,38.27,93.13
6,16,Llano (Tarde),2. DC Estándar,29.85,50.0
6,16,Llano (Tarde),1. AC/PHEV,23.41,11.0
6,16,Llano (Tarde),3. HPC 150,52.27,91.39
6,16,Llano (Tarde),3. HPC 150,65.62,103.75
6,16,Llano (Tarde),1. AC/PHEV,9.04,11.0
6,16,Llano (Tarde),4. HPC 350,67.52,191.64
6,16,Llano (Tarde),3. HPC 150,54.84,88.26
6,16,Llano (Tarde),4. HPC 350,79.98,222.55
6,16,Llano (Tarde),1. AC/PHEV,9.83,11.0
6,16,Llano (Tarde),4. HPC 350,68.97,241.57
6,16,Llano (Tarde),4. HPC 350,70.09,197.26
6,16,Llano (Tarde),2. DC Estándar,34.11,50.0
6,16,Llano (Tarde),2. DC Estándar,27.03,50.0
6,16,Llano (Tarde),3. HPC 150,61.2,80.39
6,16,Llano (Tarde),2. DC Estándar,21.23,50.0
6,16,Llano (Tarde),3. HPC 150,52.9,89.01
6,16,Llano (Tarde),2. DC Estándar,27.9,50.0
6,16,Llano (Tarde),1. AC/PHEV,10.54,11.0
6,16,Llano (Tarde),3. HPC 150,42.3,80.38
6,16,Llano (Tarde),2. DC Estándar,25.88,50.0
6,16,Llano (Tarde),1. AC/PHEV,19.43,11.0
6,16,Llano (Tarde),3. HPC 150,50.36,100.78
6,16,Llano (Tarde),1. AC/PHEV,19.62,11.0
6,16,Llano (Tarde),3. HPC 150,56.76,80.72
6,16,Llano (Tarde),3. HPC 150,45.52,105.61
6,16,Llano (Tarde),2. DC Estándar,32.03,50.0
6,16,Llano (Tarde),2. DC Estándar,24.44,50.0
6,16,Llano (Tarde),2. DC Estándar,35.97,50.0
6,16,Llano (Tarde),1. AC/PHEV,19.34,11.0
6,16,Llano (Tarde),2. DC Estándar,32.19,50.0
6,16,Llano (Tarde),2. DC Estándar,31.02,50.0
6,16,Llano (Tarde),3. HPC 150,46.18,129.29
6,16,Llano (Tarde),2. DC Estándar,21.61,50.0
6,16,Llano (Tarde),3. HPC 150,53.36,93.11
6,16,Llano (Tarde),3. HPC 150,42.92,128.79
6,16,Llano (Tarde),1. AC/PHEV,4.85,11.0
6,16,Llano (Tarde),3. HPC 150,46.26,111.01
6,16,Llano (Tarde),2. DC Estándar,24.12,50.0
6,16,Llano (Tarde),2. DC Estándar,23.49,50.0
6,16,Llano (Tarde),3. HPC 150,47.37,113.2
6,16,Llano (Tarde),1. AC/PHEV,5.82,11.0
6,16,Llano (Tarde),3. HPC 150,46.45,129.51
6,16,Llano (Tarde),3. HPC 150,61.16,127.82
6,16,Llano (Tarde),3. HPC 150,50.29,94.46
6,16,Llano (Tarde),3. HPC 150,56.44,83.7
6,16,Llano (Tarde),3. HPC 150,54.1,115.45
6,16,Llano (Tarde),4. HPC 350,83.99,235.85
6,16,Llano (Tarde),3. HPC 150,52.25,87.35
6,16,Llano (Tarde),3. HPC 150,48.97,89.4
6,17,Llano (Tarde),2. DC Estándar,19.58,50.0
6,17,Llano (Tarde),2. DC Estándar,21.38,50.0
6,17,Llano (Tarde),3. HPC 150,43.08,112.74
6,17,Llano (Tarde),4. HPC 350,56.03,182.38
6,17,Llano (Tarde),3. HPC 150,59.38,125.68
6,17,Llano (Tarde),3. HPC 150,35.1,128.05
6,17,Llano (Tarde),2. DC Estándar,28.25,50.0
6,17,Llano (Tarde),3. HPC 150,41.64,108.14
6,17,Llano (Tarde),2. DC Estándar,13.02,50.0
6,17,Llano (Tarde),2. DC Estándar,24.58,50.0
6,17,Llano (Tarde),2. DC Estándar,21.65,50.0
6,17,Llano (Tarde),4. HPC 350,82.64,206.88
6,17,Llano (Tarde),3. HPC 150,49.1,118.75
6,17,Llano (Tarde),2. DC Estándar,23.57,50.0
6,17,Llano (Tarde),2. DC Estándar,20.13,50.0
6,17,Llano (Tarde),2. DC Estándar,22.99,50.0
6,17,Llano (Tarde),2. DC Estándar,24.41,50.0
6,17,Llano (Tarde),3. HPC 150,58.15,105.06
6,17,Llano (Tarde),2. DC Estándar,32.11,50.0
6,17,Llano (Tarde),3. HPC 150,72.15,87.2
6,17,Llano (Tarde),2. DC Estándar,24.17,50.0
6,17,Llano (Tarde),3. HPC 150,51.74,102.34
6,17,Llano (Tarde),3. HPC 150,53.46,109.4
6,17,Llano (Tarde),3. HPC 150,44.64,129.33
6,17,Llano (Tarde),1. AC/PHEV,18.73,11.0
6,17,Llano (Tarde),2. DC Estándar,17.65,50.0
6,17,Llano (Tarde),1. AC/PHEV,9.71,11.0
6,17,Llano (Tarde),3. HPC 150,57.2,109.14
6,17,Llano (Tarde),1. AC/PHEV,17.4,11.0
6,17,Llano (Tarde),1. AC/PHEV,9.62,11.0
6,17,Llano (Tarde),1. AC/PHEV,9.8,11.0
6,17,Llano (Tarde),2. DC Estándar,19.31,50.0
6,17,Llano (Tarde),2. DC Estándar,21.93,50.0
6,17,Llano (Tarde),3. HPC 150,59.43,111.0
6,17,Llano (Tarde),2. DC Estándar,24.56,50.0
6,17,Llano (Tarde),2. DC Estándar,25.12,50.0
6,17,Llano (Tarde),2. DC Estándar,24.99,50.0
6,17,Llano (Tarde),4. HPC 350,54.07,213.42
6,17,Llano (Tarde),2. DC Estándar,20.0,50.0
6,17,Llano (Tarde),3. HPC 150,25.52,125.07
6,17,Llano (Tarde),2. DC Estándar,24.72,50.0
6,17,Llano (Tarde),3. HPC 150,51.1,120.22
6,17,Llano (Tarde),2. DC Estándar,33.62,50.0
6,17,Llano (Tarde),2. DC Estándar,21.45,50.0
6,17,Llano (Tarde),2. DC Estándar,26.11,50.0
6,17,Llano (Tarde),3. HPC 150,52.98,100.91
6,17,Llano (Tarde),3. HPC 150,54.04,83.68
6,17,Llano (Tarde),1. AC/PHEV,18.15,11.0
6,17,Llano (Tarde),2. DC Estándar,20.26,50.0
6,17,Llano (Tarde),2. DC Estándar,22.78,50.0
6,17,Llano (Tarde),3. HPC 150,46.09,125.09
6,17,Llano (Tarde),3. HPC 150,38.74,95.58
6,18,Punta (Retorno),3. HPC 150,49.78,129.16
6,18,Punta (Retorno),1. AC/PHEV,18.1,11.0
6,18,Punta (Retorno),2. DC Estándar,27.99,50.0
6,18,Punta (Retorno),2. DC Estándar,26.22,50.0
6,18,Punta (Retorno),4. HPC 350,69.55,198.39
6,18,Punta (Retorno),3. HPC 150,40.73,93.67
6,18,Punta (Retorno),2. DC Estándar,25.15,50.0
6,18,Punta (Retorno),3. HPC 150,50.31,103.06
6,18,Punta (Retorno),2. DC Estándar,23.05,50.0
6,18,Punta (Retorno),2. DC Estándar,27.36,50.0
6,18,Punta (Retorno),2. DC Estándar,25.56,50.0
6,18,Punta (Retorno),1. AC/PHEV,5.81,11.0
6,18,Punta (Retorno),3. HPC 150,45.12,80.86
6,18,Punta (Retorno),2. DC Estándar,29.68,50.0
6,18,Punta (Retorno),3. HPC 150,42.09,108.32
6,18,Punta (Retorno),3. HPC 150,40.73,87.22
6,18,Punta (Retorno),3. HPC 150,50.42,80.77
6,18,Punta (Retorno),3. HPC 150,40.87,109.47
6,18,Punta (Retorno),3. HPC 150,49.98,126.29
6,18,Punta (Retorno),2. DC Estándar,22.79,50.0
6,18,Punta (Retorno),3. HPC 150,42.39,88.45
6,18,Punta (Retorno),4. HPC 350,84.23,180.02
6,18,Punta (Retorno),4. HPC 350,88.53,198.97
6,18,Punta (Retorno),3. HPC 150,50.35,85.63
6,18,Punta (Retorno),3. HPC 150,42.65,103.94
6,18,Punta (Retorno),3. HPC 150,37.69,87.82
6,18,Punta (Retorno),1. AC/PHEV,8.56,11.0
6,18,Punta (Retorno),2. DC Estándar,21.76,50.0
6,18,Punta (Retorno),2. DC Estándar,16.72,50.0
6,18,Punta (Retorno),3. HPC 150,46.19,92.31
6,18,Punta (Retorno),2. DC Estándar,23.97,50.0
6,18,Punta (Retorno),1. AC/PHEV,3.71,11.0
6,18,Punta (Retorno),4. HPC 350,62.08,214.13
6,18,Punta (Retorno),2. DC Estándar,23.35,50.0
6,18,Punta (Retorno),3. HPC 150,34.47,97.27
6,18,Punta (Retorno),2. DC Estándar,25.71,50.0
6,18,Punta (Retorno),2. DC Estándar,22.39,50.0
6,18,Punta (Retorno),1. AC/PHEV,14.56,11.0
6,18,Punta (Retorno),2. DC Estándar,21.72,50.0
6,18,Punta (Retorno),2. DC Estándar,26.39,50.0
6,18,Punta (Retorno),2. DC Estándar,29.31,50.0
6,18,Punta (Retorno),3. HPC 150,41.6,90.33
6,18,Punta (Retorno),2. DC Estándar,23.75,50.0
6,18,Punta (Retorno),1. AC/PHEV,18.1,11.0
6,18,Punta (Retorno),4. HPC 350,72.47,193.34
6,18,Punta (Retorno),1. AC/PHEV,3.67,11.0
6,18,Punta (Retorno),3. HPC 150,35.86,115.58
6,18,Punta (Retorno),2. DC Estándar,16.22,50.0
6,18,Punta (Retorno),1. AC/PHEV,12.98,11.0
6,18,Punta (Retorno),1. AC/PHEV,13.19,11.0
6,18,Punta (Retorno),4. HPC 350,67.01,182.35
6,18,Punta (Retorno),3. HPC 150,55.46,100.84
6,18,Punta (Retorno),4. HPC 350,72.84,227.17
6,18,Punta (Retorno),2. DC Estándar,19.14,50.0
6,18,Punta (Retorno),3. HPC 150,42.19,119.05
6,18,Punta (Retorno),3. HPC 150,45.06,89.87
6,18,Punta (Retorno),3. HPC 150,50.9,101.64
6,18,Punta (Retorno),2. DC Estándar,20.08,50.0
6,18,Punta (Retorno),3. HPC 150,47.72,108.13
6,18,Punta (Retorno),1. AC/PHEV,16.25,11.0
6,18,Punta (Retorno),1. AC/PHEV,12.87,11.0
6,18,Punta (Retorno),3. HPC 150,47.42,94.47
6,18,Punta (Retorno),2. DC Estándar,29.02,50.0
6,18,Punta (Retorno),2. DC Estándar,14.73,50.0
6,18,Punta (Retorno),2. DC Estándar,30.61,50.0
6,18,Punta (Retorno),1. AC/PHEV,3.01,11.0
6,18,Punta (Retorno),2. DC Estándar,33.07,50.0
6,18,Punta (Retorno),2. DC Estándar,31.44,50.0
6,18,Punta (Retorno),1. AC/PHEV,8.42,11.0
6,18,Punta (Retorno),2. DC Estándar,30.96,50.0
6,18,Punta (Retorno),2. DC Estándar,15.57,50.0
6,18,Punta (Retorno),3. HPC 150,43.32,128.58
6,18,Punta (Retorno),3. HPC 150,49.0,87.11
6,18,Punta (Retorno),3. HPC 150,47.49,106.5
6,18,Punta (Retorno),3. HPC 150,47.69,90.11
6,18,Punta (Retorno),3. HPC 150,46.89,84.44
6,18,Punta (Retorno),3. HPC 150,54.15,100.93
6,18,Punta (Retorno),2. DC Estándar,15.33,50.0
6,18,Punta (Retorno),4. HPC 350,78.72,196.22
6,18,Punta (Retorno),2. DC Estándar,29.55,50.0
6,18,Punta (Retorno),3. HPC 150,69.2,101.27
6,18,Punta (Retorno),3. HPC 150,44.15,83.11
6,18,Punta (Retorno),2. DC Estándar,19.23,50.0
6,18,Punta (Retorno),1. AC/PHEV,9.62,11.0
6,18,Punta (Retorno),3. HPC 150,65.6,98.41
6,18,Punta (Retorno),3. HPC 150,37.01,105.15
6,18,Punta (Retorno),2. DC Estándar,16.11,50.0
6,18,Punta (Retorno),1. AC/PHEV,10.99,11.0
6,18,Punta (Retorno),2. DC Estándar,19.82,50.0
6,18,Punta (Retorno),2. DC Estándar,20.38,50.0
6,18,Punta (Retorno),3. HPC 150,48.91,107.08
6,19,Punta (Retorno),2. DC Estándar,18.31,50.0
6,19,Punta (Retorno),1. AC/PHEV,23.26,11.0
6,19,Punta (Retorno),3. HPC 150,49.03,99.93
6,19,Punta (Retorno),2. DC Estándar,22.05,50.0
6,19,Punta (Retorno),2. DC Estándar,24.23,50.0
6,19,Punta (Retorno),3. HPC 150,73.81,95.86
6,19,Punta (Retorno),3. HPC 150,49.62,108.62
6,19,Punta (Retorno),2. DC Estándar,19.46,50.0
6,19,Punta (Retorno),3. HPC 150,50.21,84.31
6,19,Punta (Retorno),2. DC Estándar,28.94,50.0
6,19,Punta (Retorno),1. AC/PHEV,5.14,11.0
6,19,Punta (Retorno),2. DC Estándar,28.11,50.0
6,19,Punta (Retorno),3. HPC 150,45.57,105.4
6,19,Punta (Retorno),3. HPC 150,45.1,118.97
6,19,Punta (Retorno),2. DC Estándar,24.83,50.0
6,19,Punta (Retorno),3. HPC 150,48.38,117.23
6,19,Punta (Retorno),3. HPC 150,55.35,115.18
6,19,Punta (Retorno),2. DC Estándar,25.78,50.0
6,19,Punta (Retorno),2. DC Estándar,29.56,50.0
6,19,Punta (Retorno),3. HPC 150,53.09,124.63
6,19,Punta (Retorno),2. DC Estándar,20.83,50.0
6,19,Punta (Retorno),2. DC Estándar,29.57,50.0
6,19,Punta (Retorno),2. DC Estándar,25.02,50.0
6,19,Punta (Retorno),2. DC Estándar,18.4,50.0
6,19,Punta (Retorno),2. DC Estándar,30.72,50.0
6,19,Punta (Retorno),1. AC/PHEV,14.2,11.0
6,19,Punta (Retorno),1. AC/PHEV,8.28,11.0
6,19,Punta (Retorno),3. HPC 150,54.57,93.45
6,19,Punta (Retorno),3. HPC 150,47.22,122.75
6,19,Punta (Retorno),1. AC/PHEV,15.63,11.0
6,19,Punta (Retorno),4. HPC 350,67.95,181.49
6,19,Punta (Retorno),3. HPC 150,48.13,121.04
6,19,Punta (Retorno),3. HPC 150,44.86,105.67
6,19,Punta (Retorno),2. DC Estándar,29.31,50.0
6,19,Punta (Retorno),3. HPC 150,60.23,118.93
6,19,Punta (Retorno),1. AC/PHEV,10.02,11.0
6,19,Punta (Retorno),4. HPC 350,55.27,194.49
6,19,Punta (Retorno),3. HPC 150,64.06,124.53
6,19,Punta (Retorno),3. HPC 150,53.24,115.51
6,19,Punta (Retorno),2. DC Estándar,21.3,50.0
6,19,Punta (Retorno),3. HPC 150,35.45,111.31
6,19,Punta (Retorno),3. HPC 150,48.91,93.46
6,19,Punta (Retorno),3. HPC 150,65.0,95.87
6,19,Punta (Retorno),3. HPC 150,32.71,121.66
6,19,Punta (Retorno),3. HPC 150,33.85,87.25
6,19,Punta (Retorno),4. HPC 350,60.06,221.66
6,19,Punta (Retorno),2. DC Estándar,27.05,50.0
6,19,Punta (Retorno),1. AC/PHEV,9.8,11.0
6,19,Punta (Retorno),2. DC Estándar,29.47,50.0
6,19,Punta (Retorno),2. DC Estándar,32.57,50.0
6,19,Punta (Retorno),3. HPC 150,35.22,107.65
6,19,Punta (Retorno),3. HPC 150,50.95,123.26
6,19,Punta (Retorno),4. HPC 350,89.01,215.55
6,19,Punta (Retorno),3. HPC 150,38.93,100.35
6,19,Punta (Retorno),4. HPC 350,81.98,179.36
6,19,Punta (Retorno),2. DC Estándar,34.43,50.0
6,19,Punta (Retorno),2. DC Estándar,20.13,50.0
6,19,Punta (Retorno),1. AC/PHEV,7.47,11.0
6,19,Punta (Retorno),3. HPC 150,34.6,114.8
6,19,Punta (Retorno),3. HPC 150,59.97,97.49
6,19,Punta (Retorno),4. HPC 350,64.63,235.64
6,19,Punta (Retorno),3. HPC 150,29.87,118.22
6,19,Punta (Retorno),3. HPC 150,51.23,104.97
6,19,Punta (Retorno),2. DC Estándar,26.06,50.0
6,19,Punta (Retorno),3. HPC 150,58.13,93.55
6,19,Punta (Retorno),3. HPC 150,70.12,98.09
6,19,Punta (Retorno),1. AC/PHEV,7.89,11.0
6,19,Punta (Retorno),2. DC Estándar,32.22,50.0
6,19,Punta (Retorno),4. HPC 350,80.76,209.16
6,19,Punta (Retorno),1. AC/PHEV,9.23,11.0
6,19,Punta (Retorno),3. HPC 150,46.83,99.75
6,19,Punta (Retorno),3. HPC 150,55.48,93.43
6,19,Punta (Retorno),2. DC Estándar,18.55,50.0
6,19,Punta (Retorno),3. HPC 150,43.2,98.29
6,19,Punta (Retorno),4. HPC 350,75.93,204.77
6,19,Punta (Retorno),1. AC/PHEV,21.62,11.0
6,19,Punta (Retorno),2. DC Estándar,28.79,50.0
6,19,Punta (Retorno),2. DC Estándar,19.26,50.0
6,19,Punta (Retorno),1. AC/PHEV,10.44,11.0
6,19,Punta (Retorno),2. DC Estándar,27.57,50.0
6,19,Punta (Retorno),3. HPC 150,46.75,113.0
6,19,Punta (Retorno),3. HPC 150,61.72,111.72
6,19,Punta (Retorno),2. DC Estándar,18.44,50.0
6,19,Punta (Retorno),3. HPC 150,56.22,120.53
6,19,Punta (Retorno),3. HPC 150,59.36,84.58
6,19,Punta (Retorno),2. DC Estándar,24.5,50.0
6,19,Punta (Retorno),2. DC Estándar,19.08,50.0
6,19,Punta (Retorno),3. HPC 150,42.42,113.83
6,19,Punta (Retorno),2. DC Estándar,21.06,50.0
6,19,Punta (Retorno),4. HPC 350,72.95,200.8
6,19,Punta (Retorno),2. DC Estándar,30.79,50.0
6,19,Punta (Retorno),4. HPC 350,65.58,179.54
6,19,Punta (Retorno),3. HPC 150,32.67,120.51
6,19,Punta (Retorno),3. HPC 150,40.79,122.02
6,19,Punta (Retorno),3. HPC 150,47.43,115.18
6,19,Punta (Retorno),1. AC/PHEV,15.69,11.0
6,19,Punta (Retorno),3. HPC 150,59.69,110.04
6,19,Punta (Retorno),2. DC Estándar,28.61,50.0
6,19,Punta (Retorno),2. DC Estándar,34.33,50.0
6,19,Punta (Retorno),3. HPC 150,65.16,90.44
6,19,Punta (Retorno),3. HPC 150,68.56,111.93
6,19,Punta (Retorno),2. DC Estándar,25.9,50.0
6,19,Punta (Retorno),4. HPC 350,75.2,203.85
6,20,Punta (Retorno),3. HPC 150,49.57,107.86
6,20,Punta (Retorno),2. DC Estándar,14.22,50.0
6,20,Punta (Retorno),3. HPC 150,54.78,92.77
6,20,Punta (Retorno),3. HPC 150,61.47,127.06
6,20,Punta (Retorno),2. DC Estándar,26.04,50.0
6,20,Punta (Retorno),3. HPC 150,46.54,127.56
6,20,Punta (Retorno),2. DC Estándar,24.27,50.0
6,20,Punta (Retorno),2. DC Estándar,32.63,50.0
6,20,Punta (Retorno),3. HPC 150,53.13,88.45
6,20,Punta (Retorno),4. HPC 350,81.37,186.1
6,20,Punta (Retorno),1. AC/PHEV,11.29,11.0
6,20,Punta (Retorno),1. AC/PHEV,17.83,11.0
6,20,Punta (Retorno),3. HPC 150,50.87,102.89
6,20,Punta (Retorno),2. DC Estándar,30.39,50.0
6,20,Punta (Retorno),2. DC Estándar,23.58,50.0
6,20,Punta (Retorno),1. AC/PHEV,11.45,11.0
6,20,Punta (Retorno),3. HPC 150,36.11,125.98
6,20,Punta (Retorno),3. HPC 150,47.9,112.52
6,20,Punta (Retorno),2. DC Estándar,29.04,50.0
6,20,Punta (Retorno),3. HPC 150,47.03,86.5
6,20,Punta (Retorno),3. HPC 150,56.73,94.29
6,20,Punta (Retorno),2. DC Estándar,24.82,50.0
6,20,Punta (Retorno),2. DC Estándar,17.99,50.0
6,20,Punta (Retorno),3. HPC 150,36.69,103.77
6,20,Punta (Retorno),2. DC Estándar,21.87,50.0
6,20,Punta (Retorno),2. DC Estándar,27.0,50.0
6,20,Punta (Retorno),3. HPC 150,51.26,120.09
6,20,Punta (Retorno),2. DC Estándar,22.6,50.0
6,20,Punta (Retorno),3. HPC 150,40.98,89.33
6,20,Punta (Retorno),2. DC Estándar,26.4,50.0
6,20,Punta (Retorno),3. HPC 150,43.22,91.79
6,20,Punta (Retorno),2. DC Estándar,34.03,50.0
6,20,Punta (Retorno),1. AC/PHEV,13.2,11.0
6,20,Punta (Retorno),4. HPC 350,53.67,212.55
6,20,Punta (Retorno),1. AC/PHEV,15.51,11.0
6,20,Punta (Retorno),2. DC Estándar,18.36,50.0
6,20,Punta (Retorno),3. HPC 150,49.86,116.37
6,20,Punta (Retorno),1. AC/PHEV,6.69,11.0
6,20,Punta (Retorno),1. AC/PHEV,22.28,11.0
6,20,Punta (Retorno),3. HPC 150,33.55,83.89
6,20,Punta (Retorno),3. HPC 150,50.44,96.73
6,20,Punta (Retorno),4. HPC 350,88.74,184.83
6,20,Punta (Retorno),2. DC Estándar,18.16,50.0
6,20,Punta (Retorno),3. HPC 150,55.59,127.25
6,20,Punta (Retorno),2. DC Estándar,20.93,50.0
6,20,Punta (Retorno),4. HPC 350,69.93,217.4
6,20,Punta (Retorno),1. AC/PHEV,11.45,11.0
6,20,Punta (Retorno),3. HPC 150,45.17,97.6
6,20,Punta (Retorno),1. AC/PHEV,19.25,11.0
6,20,Punta (Retorno),3. HPC 150,63.68,86.36
6,20,Punta (Retorno),2. DC Estándar,20.27,50.0
6,20,Punta (Retorno),3. HPC 150,47.72,83.8
6,20,Punta (Retorno),3. HPC 150,30.63,80.2
6,20,Punta (Retorno),1. AC/PHEV,6.51,11.0
6,20,Punta (Retorno),3. HPC 150,49.89,117.46
6,20,Punta (Retorno),3. HPC 150,58.98,94.79
6,20,Punta (Retorno),1. AC/PHEV,8.78,11.0
6,20,Punta (Retorno),3. HPC 150,50.45,99.86
6,20,Punta (Retorno),3. HPC 150,60.42,106.55
6,20,Punta (Retorno),1. AC/PHEV,5.22,11.0
6,20,Punta (Retorno),2. DC Estándar,13.18,50.0
6,20,Punta (Retorno),3. HPC 150,47.66,116.29
6,20,Punta (Retorno),4. HPC 350,73.12,223.84
6,20,Punta (Retorno),2. DC Estándar,20.86,50.0
6,20,Punta (Retorno),4. HPC 350,59.12,170.57
6,20,Punta (Retorno),1. AC/PHEV,2.9,11.0
6,20,Punta (Retorno),2. DC Estándar,19.56,50.0
6,20,Punta (Retorno),2. DC Estándar,25.5,50.0
6,20,Punta (Retorno),3. HPC 150,49.29,110.74
6,20,Punta (Retorno),2. DC Estándar,18.31,50.0
6,20,Punta (Retorno),3. HPC 150,46.99,94.76
6,20,Punta (Retorno),1. AC/PHEV,9.2,11.0
6,20,Punta (Retorno),2. DC Estándar,20.69,50.0
6,20,Punta (Retorno),2. DC Estándar,24.81,50.0
6,20,Punta (Retorno),1. AC/PHEV,10.41,11.0
6,20,Punta (Retorno),2. DC Estándar,30.37,50.0
6,20,Punta (Retorno),3. HPC 150,59.45,112.32
6,20,Punta (Retorno),1. AC/PHEV,8.63,11.0
6,20,Punta (Retorno),4. HPC 350,78.96,161.35
6,20,Punta (Retorno),1. AC/PHEV,9.3,11.0
6,20,Punta (Retorno),3. HPC 150,49.09,99.92
6,20,Punta (Retorno),3. HPC 150,55.02,124.95
6,20,Punta (Retorno),2. DC Estándar,27.28,50.0
6,20,Punta (Retorno),1. AC/PHEV,13.2,11.0
6,20,Punta (Retorno),3. HPC 150,42.14,125.3
6,20,Punta (Retorno),1. AC/PHEV,12.59,11.0
6,20,Punta (Retorno),2. DC Estándar,24.64,50.0
6,20,Punta (Retorno),2. DC Estándar,32.59,50.0
6,20,Punta (Retorno),2. DC Estándar,16.22,50.0
6,20,Punta (Retorno),3. HPC 150,49.64,112.21
6,20,Punta (Retorno),4. HPC 350,56.76,195.28
6,20,Punta (Retorno),2. DC Estándar,31.54,50.0
6,20,Punta (Retorno),2. DC Estándar,24.94,50.0
6,20,Punta (Retorno),2. DC Estándar,14.3,50.0
6,20,Punta (Retorno),3. HPC 150,51.41,101.53
6,20,Punta (Retorno),3. HPC 150,69.03,89.97
6,20,Punta (Retorno),3. HPC 150,55.72,125.78
6,20,Punta (Retorno),3. HPC 150,46.49,98.7
6,20,Punta (Retorno),2. DC Estándar,27.26,50.0
6,20,Punta (Retorno),3. HPC 150,59.79,86.3
6,20,Punta (Retorno),4. HPC 350,75.63,202.84
6,20,Punta (Retorno),3. HPC 150,45.41,102.36
6,20,Punta (Retorno),4. HPC 350,71.1,170.58
